管理No,入荷日,入荷店舗,仕入元,担当者,モデル,ストレージ,ランク,バッテリー%,カメラ窓,カメラ染み,NW制限,非正規修理,IMEI,買取価格,修理パーツ原価,販売原価,販売価格,在庫ステータス,ECステータス,販売日,販売チャネル,販売担当者,備考,最終価格更新日時
2358,2025/06/11,鯖江店,店舗 (ベル),,8,64,リペア品,~79%,◯,◯,◯,,352995095472358,3400,0,3400,8164,販売済,SM出品済,2025/9/10,メルカリ,,38.20%,
3278,2025/06/11,福井店,ウェブ,,12mini,128,並品,~79%,◯,◯,◯,,353014119843278,19200,792,19992,24529,販売済,SM出品済,2025/10/21,店舗 (ベル),龍田,4.40%,
9259,2025/06/11,鯖江店,ウェブ,,SE2,64,リペア品,~79%,◯,◯,◯,,359230403859259,5600,2528,8128,12980,販売済,S出品済,2025/8/28,Shopify,,20.10%,
203,2025/06/11,鯖江店,ウェブ,,8,64,並品,~79%,◯,◯,◯,,356731088000203,5400,437,5837,8164,販売済,SM出品済,2025/9/10,メルカリ,,8.30%,
1175,2025/06/13,福井店,ウェブ,,SE2,64,リペア品,80%~89%,◯,◯,◯,,354430713481175,5600,2528,8128,12980,販売済,S出品済,2025/7/6,Shopify,,20.10%,
3251,2025/06/15,福井店,店舗 (ベル),,X,256,リペア品,~79%,◯,染み有り,◯,,356738083473251,3000,3300,6300,10980,販売済,SM出品済,,メルカリ,,24.00%,
7300,2025/06/15,鯖江店,店舗 (ベル),,SE2,64,リペア品,~79%,◯,◯,◯,,359794254837300,6800,548,7348,12709,販売済,未出品,2025/9/16,店舗 (鯖江),龍田,25.30%,
6712,2025/06/15,福井店,店舗 (ベル),,SE2,64,良品,80%~89%,◯,◯,◯,,356779117056712,9800,0,9800,16345,販売済,S出品済,2025/8/22,店舗 (ベル),土本,24.50%,
3995,2025/06/15,鯖江店,店舗 (ベル),,SE2,64,リペア品,80%~89%,◯,◯,◯,,351200142433995,5600,1980,7580,14528,販売済,S出品済,2025/8/14,店舗 (鯖江),龍田,31.70%,
6106,2025/06/15,福井店,店舗 (ベル),,8,64,美品,80%~89%,◯,◯,◯,,356732089516106,7600,0,7600,9982,販売済,S出品済,2025/10/10,Shopify,,5.30%,
5840,2025/06/16,鯖江店,店舗 (ベル),,11Pro,64,美品,80%~89%,◯,◯,◯,,352821110945840,25200,0,25200,37273,販売済,未出品,2025/8/20,店舗 (鯖江),龍田,20.60%,
4110,2025/06/18,福井店,店舗 (ベル),,13,128,美品,80%~89%,◯,◯,△,,357479185434110,30800,1200,32000,58980,販売済,未出品,2025/6/25,店舗 (ベル),龍田,33.50%,
9187,2025/06/19,福井店,店舗 (ベル),,12,128,リペア品,80%~89%,◯,◯,◯,,359676575059187,12800,0,12800,11636,販売済,M出品済,2025/8/24,メルカリ,,-27.60%,
6806,2025/06/19,鯖江店,ウェブ,,13Pro,256,並品,~79%,◯,◯,◯,,356144892676806,36900,1254,38154,73618,販売済,S出品済,2025/8/14,店舗 (鯖江),龍田,36.20%,
3161,2025/06/20,鯖江店,店舗 (ベル),,SE2,64,良品,~79%,◯,◯,◯,,356782112493161,8400,548,8948,19073,販売済,未出品,2025/8/12,店舗 (鯖江),龍田,38.20%,
9353,2025/03/09,福井店,店舗 (ベル),,SE3,64,リペア品,~79%,◯,◯,◯,,351153484769353,11600,2937,14537,29980,販売済,S出品済,2025/6/20,店舗 (ベル),堀,38.00%,
2060,2025/01/19,鯖江店,ウェブ,,SE3,64,美品,~79%,◯,◯,◯,,355172496692060,23200,825,24025,37255,販売済,SM出品済,2025/11/17,店舗 (ベル),堀,22.50%,
3937,2025/06/21,福井店,店舗 (ベル),,11,64,並品,~79%,◯,染み有り,◯,,356581102243937,7200,0,7200,25436,販売済,S出品済,2025/9/3,店舗 (ベル),龍田,58.20%,
3748,2025/06/08,鯖江店,店舗 (ベル),,8Plus,256,並品,~79%,◯,◯,◯,,356737082583748,6000,1026,7026,12709,販売済,SM出品済,2025/9/16,メルカリ,,27.80%,
2984,2025/06/24,福井店,店舗 (ベル),,12,64,並品,80%~89%,◯,染み有り,△,,353046113712984,11550,0,11550,22709,販売済,S出品済,2025/10/5,店舗 (ベル),堀,34.80%,
9286,2024/12/23,福井店,店舗 (ベル),,12mini,64,リペア品,90%~,◯,染み有り,◯,,353014113539286,8800,19100,27900,18164,販売済,M出品済,2025/8/27,メルカリ,,-68.70%,
5437,2025/06/27,福井店,店舗 (鯖江),,16Pro,256,超美品,90%~,◯,◯,◯,,357442264555437,141000,0,141000,164800,販売済,S出品済,2025/7/5,Shopify,,2.90%,
5547,2025/06/29,鯖江店,店舗 (ベル),,XS,64,良品,~79%,◯,◯,◯,,357234097805547,12600,0,12600,15436,販売済,SM出品済,2025/9/24,メルカリ,,2.50%,
8080,2025/06/30,鯖江店,店舗 (ベル),,SE2,64,良品,~79%,◯,◯,◯,,356779119528080,8400,548,8948,18980,販売済,SM出品済,2025/9/1,Shopify,,37.90%,
6027,2025/07/02,福井店,店舗 (ベル),,11Pro,64,良品,~79%,破損有り,染み有り,◯,,352818110286027,8400,2800,11200,27255,販売済,SM出品済,2025/10/18,店舗 (ベル),堀,45.20%,
8714,2025/07/03,鯖江店,店舗 (ベル),,XR,64,リペア品,80%~89%,◯,染み有り,◯,,357377096718714,7200,2200,9400,14527,販売済,SM出品済,2025/10/7,メルカリ,,19.10%,
346,2025/07/03,福井店,店舗 (ベル),,SE3,64,並品,80%~89%,◯,染み有り,◯,,359968972850346,11600,0,11600,26345,販売済,S出品済,2025/9/19,店舗 (ベル),堀,42.10%,
909,2025/07/03,福井店,店舗 (ベル),,8,64,良品,80%~89%,◯,染み有り,◯,,352997099390909,4200,0,4200,8618,販売済,SM出品済,2025/9/11,メルカリ,,31.00%,
358,2025/04/21,鯖江店,店舗 (ベル),,12,64,良品,80%~89%,◯,染み有り,◯,,353560906330358,12500,0,12500,27255,販売済,SM出品済,2025/11/19,店舗 (鯖江),土本,40.40%,
9726,2025/07/06,福井店,店舗 (ベル),,SE2,128,リペア品,~79%,◯,◯,◯,,356493102089726,6800,4398,11198,15980,販売済,未出品,2025/8/28,店舗 (ベル),堀,14.00%,
3526,2025/07/06,鯖江店,店舗 (ベル),,13Pro,128,美品,~79%,◯,◯,△,,354980618573526,36800,1254,38054,59073,販売済,S出品済,2025/11/09,Shopify,,23.30%,
2128,2025/07/06,福井店,店舗 (ベル),,11,64,並品,~79%,◯,◯,◯,,356568108672128,12000,-2400,9600,24980,販売済,S出品済,2025/9/8,Shopify,,47.40%,
8573,2025/07/06,福井店,店舗 (ベル),,12mini,128,良品,80%~89%,破損有り,◯,◯,,353011118588573,15600,0,15600,31800,販売済,SM出品済,2025/10/3,店舗 (ベル),堀,37.60%,
7178,2025/07/06,鯖江店,店舗 (ベル),,XR,64,リペア品,80%~89%,◯,◯,◯,,353051100977178,7200,0,7200,10891,販売済,M出品済,2025/8/23,メルカリ,,36.80%,
1175,2025/06/13,福井店,ウェブ,,SE2,64,リペア品,80%~89%,◯,◯,◯,,354430713481175,5600,2528,8128,12980,販売済,S出品済,2025/7/7,,,20.10%,
8266,2025/06/30,鯖江店,ウェブ,,12Pro,256,並品,~79%,◯,◯,◯,,356685118908266,27600,825,28425,43618,販売済,S出品済,2025/9/13,店舗 (鯖江),龍田,22.10%,
6005,2025/07/07,福井店,店舗 (鯖江),,XR,64,良品,~79%,◯,染み有り,◯,,357375090166005,7200,0,7200,14527,販売済,SM出品済,,,,34.30%,
79,2025/07/10,鯖江店,店舗 (ベル),,16Pro,128,美品,90%~,◯,◯,△,,354553643660079,97600,0,97600,133980,販売済,S出品済,2025/8/1,店舗 (鯖江),,15.50%,
4508,2025/07/12,福井店,店舗 (ベル),,XS,256,リペア品,~79%,◯,染み有り,◯,,35723209744508,9600,2310,11910,16513,販売済,SM出品済,2025/9/23,店舗 (ベル),堀,11.80%,
4864,2025/07/12,鯖江店,店舗 (ベル),,12Pro,256,リペア品,~79%,破損有り,染み有り,◯,,356686116384864,18400,3410,21810,38164,販売済,未出品,,店舗 (鯖江),土本,29.90%,
6692,2025/07/13,鯖江店,店舗 (ベル),,SE2,64,美品,~79%,◯,◯,◯,,356487100656692,11200,548,11748,19980,販売済,SM出品済,2025/8/1,店舗 (鯖江),龍田,26.40%,
4974,2025/07/13,鯖江店,店舗 (ベル),,11,64,リペア品,~79%,◯,染み有り,◯,,356579103784974,6600,0,6600,22709,販売済,S出品済,2025/8/29,店舗 (鯖江),龍田,50.20%,
6155,2025/07/14,福井店,店舗 (ベル),,13ProMax,128,美品,90%~,◯,◯,◯,,351884702116155,72600,0,72600,81800,販売済,S出品済,2025/11/15,店舗 (ベル),堀,-0.70%,
5198,2025/07/15,福井店,店舗 (ベル),,13Pro,128,並品,80%~89%,◯,◯,◯,,356144897035198,40000,0,40000,60300,販売済,S出品済,2025/8/2,店舗 (ベル),堀,21.30%,
2357,2025/07/19,福井店,店舗 (ベル),,14ProMax,128,リペア品,80%~89%,◯,◯,◯,,359687309792357,38300,-33300,5000,29980,販売済,未出品,2025/7/31,店舗 (ベル),堀,69.80%,
1515,2025/07/20,福井店,店舗 (ベル),,13Pro,128,美品,80%~89%,◯,◯,◯,,351436771381515,55400,0,55400,68164,販売済,SM出品済,2025/11/24,店舗 (ベル),堀,6.60%,
7223,2025/07/20,鯖江店,店舗 (ベル),,14,128,良品,80%~89%,◯,◯,◯,,357181335587223,47900,0,47900,64527,販売済,SM出品済,2025/11/13,店舗 (鯖江),龍田,13.60%,
416,2025/07/20,福井店,店舗 (ベル),,14,128,良品,80%~89%,◯,◯,◯,,357181334280416,47900,0,47900,71980,販売済,S出品済,2025/7/27,店舗 (ベル),堀,21.30%,
3486,2025/07/22,鯖江店,店舗 (ベル),,13,256,良品,80%~89%,◯,◯,△,,358184143053486,27200,800,28000,50000,販売済,S出品済,2025/11/05,Shopify,,31.30%,
5871,2025/07/26,福井店,店舗 (ベル),,12Pro,128,リペア品,~79%,◯,◯,◯,,356690114225871,17200,10475,27675,46980,販売済,未出品,2025/8/11,店舗 (ベル),堀,28.40%,
8215,2025/07/28,福井店,店舗 (ベル),,13,256,並品,80%~89%,◯,◯,◯,,350579241288215,38500,0,38500,56980,販売済,S出品済,2025/8/10,店舗 (ベル),堀,20.10%,
9714,2025/07/29,鯖江店,店舗 (ベル),,13,128,良品,~79%,◯,◯,◯,,359551271909714,28600,0,28600,45455,販売済,未出品,2025/8/9,店舗 (鯖江),龍田,24.20%,
1065,2025/07/29,福井店,ウェブ,,13mini,128,良品,80%~89%,◯,◯,◯,,356455810481065,29700,825,30525,48164,販売済,S出品済,2025/9/3,店舗 (ベル),龍田,24.10%,
4785,2025/07/01,福井店,店舗 (ベル),,11ProMax,256,リペア品,~79%,◯,染み有り,◯,,353919104934785,16400,-12649,3751,17980,販売済,M出品済,2025/8/4,メルカリ,,63.90%,
2658,2025/08/01,鯖江店,店舗 (鯖江),,13,128,良品,80%~89%,◯,◯,◯,,355818451922658,33000,0,33000,45454,販売済,未出品,2025/8/9,店舗 (鯖江),龍田,14.80%,
2633,2025/08/01,鯖江店,店舗 (鯖江),,SE2,128,並品,90%~,◯,◯,◯,,352980535512633,11900,0,11900,17255,販売済,SM出品済,2025/10/4,店舗 (鯖江),土本,15.70%,
9276,2025/08/02,鯖江店,店舗 (鯖江),,8,64,美品,~79%,◯,◯,◯,,356728084039276,6800,437,7237,10891,販売済,S出品済,2025/9/13,店舗 (鯖江),龍田,15.70%,
240,2025/08/03,福井店,店舗 (ベル),,13,128,並品,80%~89%,◯,◯,◯,,357654173530240,28600,0,28600,43980,販売済,S出品済,2025/8/9,店舗 (ベル),堀,22.10%,
8603,2025/08/03,福井店,店舗 (ベル),,13,128,並品,80%~89%,◯,◯,◯,,350639799268603,28600,0,28600,43980,販売済,S出品済,2025/8/23,店舗 (ベル),堀,22.10%,
1318,2025/06/30,福井店,店舗 (ベル),,7Plus,128,良品,90%~,◯,染み有り,◯,,359190071701318,1000,0,1000,8080,販売済,未出品,2025/8/3,店舗 (ベル),堀,67.20%,
788,2025/08/06,鯖江店,ウェブ,,SE2,64,並品,80%~89%,◯,◯,◯,,351200146870788,8400,548,8948,14527,販売済,S出品済,2025/9/19,Shopify,,22.20%,
6982,2025/08/08,福井店,店舗 (ベル),,13mini,128,美品,~79%,◯,◯,△,,354084993956982,23600,825,24425,43618,販売済,S出品済,2025/10/4,Shopify,,31.30%,
9011,2025/08/08,福井店,ウェブ,,SE3,64,美品,90%~,◯,◯,◯,,358514790429011,29000,0,29000,40980,販売済,S出品済,2025/9/5,店舗 (ベル),堀,16.20%,
2422,2025/08/09,鯖江店,店舗 (鯖江),,11,64,並品,~79%,◯,染み有り,◯,,356574105532422,7200,0,10000,19982,販売済,SM出品済,2025/10/31,Shopify,,35.20%,
8,2025/08/09,鯖江店,店舗 (鯖江),,13,128,美品,80%~89%,◯,◯,◯,,358184146800008,39600,0,40000,57255,販売済,SM出品済,2025/10/15,店舗 (鯖江),土本,17.80%,
1502,2025/08/10,鯖江店,店舗 (鯖江),,12mini,64,良品,~79%,◯,染み有り,◯,,353013117721502,8800,792,9592,29073,販売済,S出品済,2025/9/3,店舗 (鯖江),土本,53.40%,
2343,2025/08/11,福井店,店舗 (ベル),,XSMax,256,リペア品,80%~89%,◯,染み有り,◯,,357304092302343,5000,2420,7420,17255,販売済,M出品済,2025/9/21,メルカリ,,41.70%,
7797,2025/08/11,福井店,店舗 (ベル),,13,256,良品,~79%,◯,◯,△,,359551271607797,22300,4700,27000,53980,販売済,未出品,2025/8/28,店舗 (ベル),堀,37.50%,
6092,2025/08/13,福井店,店舗 (ベル),,12,64,良品,90%~,◯,◯,◯,,350400610716092,20000,0,20000,29982,販売済,SM出品済,2025/9/20,店舗 (ベル),堀,19.80%,
1064,2025/08/16,福井店,ウェブ,,11Pro,256,美品,~79%,◯,染み有り,◯,,352831111581064,19800,1100,20900,39982,販売済,SM出品済,2025/9/22,Shopify,,34.90%,
5187,2025/08/17,福井店,店舗 (ベル),,13,128,良品,80%~89%,◯,◯,◯,,354833967195187,33000,0,33000,50980,販売済,未出品,2025/8/27,店舗 (ベル),堀,22.60%,
5730,2025/08/18,福井店,店舗 (ベル),,SE3,64,美品,90%~,◯,◯,◯,,356986937895730,29000,0,29000,37255,販売済,S出品済,2025/11/17,店舗 (ベル),堀,9.10%,
3653,2025/08/18,鯖江店,店舗 (鯖江),,12,128,並品,~79%,◯,染み有り,◯,,353051117263653,13000,825,13825,36345,販売済,未出品,2025/9/4,店舗 (鯖江),堀,48.90%,
2605,2025/08/21,鯖江店,店舗 (鯖江),,13,128,並品,80%~89%,◯,◯,◯,,351548601272605,33000,0,33000,46345,販売済,未出品,2025/8/29,店舗 (鯖江),龍田,16.20%,
2823,2025/08/22,鯖江店,店舗 (鯖江),,12,128,リペア品,~79%,◯,染み有り,◯,,353047118042823,12800,3410,16210,29982,販売済,S出品済,2025/9/14,店舗 (鯖江),龍田,32.40%,
1017,2025/08/22,福井店,店舗 (ベル),,16,128,超美品,90%~,◯,◯,◯,,358029679141017,102000,0,102000,119982,販売済,未出品,2025/8/31,店舗 (ベル),堀,3.40%,
8411,2025/08/22,福井店,ウェブ,,SE2,64,良品,~79%,◯,◯,◯,,351540513148411,8200,548,8748,17255,販売済,S出品済,2025/9/1,Shopify,,34.00%,
1347,2025/08/23,福井店,店舗 (ベル),,14,128,並品,80%~89%,◯,◯,✕,,352604722421347,5000,0,5000,27091,販売済,未出品,2025/8/23,店舗 (ベル),堀,67.70%,
8676,2025/08/24,鯖江店,店舗 (鯖江),,16ProMax,256,並品,90%~,◯,◯,△,,358360631828676,118400,0,118400,143618,販売済,S出品済,2025/10/24,店舗 (鯖江),土本,6.00%,
583,2025/08/25,福井店,ウェブ,,12mini,256,並品,~79%,◯,◯,◯,,353016111750583,14400,792,15192,29073,販売済,S出品済,2025/10/20,店舗 (ベル),堀,34.20%,
4127,2025/08/28,福井店,ウェブ,,SE2,64,リペア品,80%~89%,◯,◯,◯,,356495104644127,5600,1980,7580,13618,販売済,未出品,2025/9/7,店舗 (ベル),堀,27.80%,
9538,2025/08/29,鯖江店,店舗 (ベル),,Pro11-3,128,美品,80%~89%,◯,◯,◯,,356635354159538,40000,0,40000,63618,販売済,未出品,,店舗 (鯖江),龍田,29.20%,
LMPD,2025/08/26,鯖江店,ウェブ,,Air3,64,良品,80%~89%,◯,◯,◯,,DMPD5ARDLMPD,18800,0,18800,31800,販売済,未出品,2025/10/24,店舗 (ベル),堀,27.50%,
1025,2025/08/29,鯖江店,ウェブ,,SE3,64,リペア品,~79%,◯,◯,◯,,351153482241025,11600,2937,14537,27255,販売済,SM出品済,2025/9/30,店舗 (鯖江),龍田,32.90%,
4780,2025/08/31,鯖江店,店舗 (鯖江),,SE2,64,並品,~79%,◯,染み有り,◯,,352235587474780,4400,548,4948,12709,販売済,SM出品済,2025/10/12,メルカリ,,44.20%,
1623,2025/09/01,福井店,店舗 (ベル),,SE3,128,並品,80%~89%,◯,◯,◯,,358974863621623,20700,0,20700,36345,販売済,S出品済,2025/10/4,店舗 (ベル),堀,30.00%,
2076,2025/09/02,福井店,ウェブ,,14Pro,256,並品,80%~89%,◯,◯,◯,,355833865872076,58900,0,58900,85436,販売済,S出品済,2025/9/17,店舗 (ベル),堀,19.20%,
7849,2025/09/03,福井店,店舗 (ベル),,android,64,超美品,90%~,◯,◯,◯,,351636301857849,10000,0,10000,14527,販売済,,2025/10/15,店舗 (ベル),,15.00%,
5248,2025/09/03,福井店,店舗 (ベル),,android,64,超美品,90%~,◯,◯,◯,,351636302855248,10000,0,10000,14527,販売済,,2025/10/11,店舗 (鯖江),龍田,15.00%,
2912,2025/09/06,福井店,店舗 (ベル),,XR,128,並品,80%~89%,◯,◯,◯,,357375092072912,6400,0,6400,16345,販売済,S出品済,2025/9/26,店舗 (ベル),堀,45.30%,
3849,2025/09/06,福井店,店舗 (ベル),,11,64,並品,~79%,◯,◯,◯,,356569102263849,9600,825,10425,24527,販売済,S出品済,2025/9/14,店舗 (ベル),堀,43.40%,
2092,2025/09/07,鯖江店,店舗 (鯖江),,12,64,並品,~79%,◯,染み有り,◯,,354047641292092,8000,2825,10825,22709,販売済,未出品,2025/9/14,店舗 (鯖江),龍田,38.00%,
4835,2025/09/12,鯖江店,店舗 (鯖江),,android,128,超美品,90%~,◯,◯,◯,,35178175574835,10000,0,10000,14527,販売済,,2025/9/12,店舗 (鯖江),土本,15.00%,
5087,2025/08/11,福井店,店舗 (ベル),,7,32,良品,80%~89%,◯,◯,◯,,359181070705087,1000,0,1000,5436,販売済,M出品済,2025/10/7,メルカリ,,56.80%,
9982,2025/09/13,福井店,店舗 (ベル),,14,128,美品,90%~,◯,◯,◯,,350596484199982,64000,0,64000,81800,販売済,S出品済,2025/11/20,店舗 (ベル),龍田,9.80%,
7469,2025/09/14,鯖江店,店舗 (鯖江),,SE3,64,美品,90%~,◯,◯,△,,352348972007469,19200,0,19200,39982,販売済,,2025/9/17,店舗 (鯖江),龍田,39.10%,
5231,2025/09/17,鯖江店,店舗 (ベル),,android,64,超美品,90%~,◯,◯,◯,,352478707085231,10000,0,10000,14527,販売済,未出品,2025/10/21,店舗 (鯖江),土本,15.00%,
5959,2025/09/17,福井店,店舗 (ベル),,13Pro,256,良品,~79%,◯,染み有り,△,,354980613045959,27200,1254,28454,24727,販売済,S出品済,2025/10/30,,堀,-29.40%,
1778,2025/09/18,鯖江店,店舗 (鯖江),,13mini,128,美品,90%~,◯,◯,◯,,354084998081778,40000,0,40000,49982,販売済,SM出品済,2025/10/20,店舗 (鯖江),龍田,7.50%,
9240,2025/09/20,福井店,店舗 (鯖江),,XR,128,並品,80%~89%,◯,染み有り,◯,,357377097639240,6400,0,6400,14527,販売済,S出品済,2025/11/14,Shopify,,39.80%,
9587,2025/09/22,鯖江店,店舗 (ベル),,11Pro,256,並品,~79%,◯,◯,◯,,352834113029587,17400,1100,18500,27255,販売済,SM出品済,2025/11/11,店舗 (鯖江),土本,18.40%,
1148,2025/09/24,鯖江店,店舗 (鯖江),,android,256,超美品,90%~,◯,◯,◯,,864594070451148,7800,0,7800,26345,販売済,M出品済,2025/11/03,メルカリ,,56.50%,
1093,2025/09/24,鯖江店,ウェブ,,16Pro,128,美品,90%~,◯,◯,◯,,358309634291093,129000,0,129000,139073,販売済,S出品済,2025/10/12,Shopify,龍田,-4.30%,
1274,2025/09/26,福井店,ウェブ,,SE2,64,並品,80%~89%,◯,◯,△,,351540518101274,5800,0,5800,12709,販売済,S出品済,2025/10/24,店舗 (ベル),龍田,37.50%,
5572,2025/09/26,福井店,店舗 (鯖江),,16e,128,超美品,90%~,◯,◯,◯,,350868238235572,82000,0,82000,86345,販売済,未出品,2025/10/10,店舗 (ベル),龍田,-6.80%,
9468,2025/09/26,福井店,店舗 (ベル),,8,64,美品,90%~,◯,◯,◯,,356097094339468,7000,-4000,3000,9073,販売済,M出品済,2025/10/1,メルカリ,,47.70%,
8992,2025/09/26,鯖江店,店舗 (ベル),,SE2,128,並品,~79%,◯,◯,◯,,356499100978992,8600,-52,8548,16345,販売済,未出品,2025/10/7,店舗 (鯖江),土本,32.10%,
9941,2025/09/27,鯖江店,店舗 (鯖江),,13,128,良品,80%~89%,◯,◯,△,,356174413159941,19600,0,19600,50000,販売済,S出品済,2025/11/05,Shopify,,48.10%,
6206,2025/09/27,福井店,店舗 (ベル),,12,64,美品,~79%,◯,◯,◯,,353304541956206,20000,825,20825,29073,販売済,S出品済,2025/10/11,店舗 (ベル),堀,14.80%,
3131,2025/09/27,福井店,店舗 (ベル),,12,64,良品,80%~89%,◯,◯,◯,,354447421283131,19500,0,19500,29982,販売済,S出品済,2025/11/2,店舗 (ベル),堀,21.50%,
7565,2025/09/27,福井店,ウェブ,,11,64,並品,80%~89%,◯,染み有り,◯,,352928111877565,9800,0,9800,19982,販売済,S出品済,2025/11/05,店舗 (ベル),堀,36.20%,
9934,2025/09/28,鯖江店,店舗 (ベル),,13ProMax,128,並品,80%~89%,◯,◯,△,,351884708589934,33100,0,33100,57255,販売済,S出品済,2025/11/15,店舗 (鯖江),土本,29.90%,
7983,2025/09/28,鯖江店,ウェブ,,13,128,良品,80%~89%,◯,◯,◯,,351519632147983,37100,0,37100,50891,販売済,S出品済,2025/10/22,Shopify,,14.60%,
6721,2025/09/30,鯖江店,ウェブ,,15Pro,256,美品,90%~,◯,◯,◯,,354496318616721,114000,0,114000,118164,販売済,S出品済,2025/11/23,店舗 (鯖江),龍田,-8.10%,
1609,2025/10/03,福井店,店舗 (ベル),,12,64,良品,~79%,◯,染み有り,◯,,353045119741609,12000,0,12825,31800,販売済,未出品,2025/11/10,店舗 (ベル),龍田,46.30%,
8074,2025/10/04,鯖江店,店舗 (鯖江),,14Pro,128,美品,80%~89%,◯,◯,◯,,357629662168074,73800,0,73800,89073,販売済,未出品,2025/10/18,店舗 (鯖江),龍田,5.30%,
6199,2025/10/04,福井店,店舗 (ベル),,13,128,リペア品,80%~89%,◯,◯,△,,357654175756199,19600,-4800,14800,36345,販売済,未出品,2025/10/14,店舗 (ベル),龍田,46.20%,
9948,2025/10/05,鯖江店,店舗 (鯖江),,13,128,並品,~79%,◯,◯,◯,,356682978179948,25200,825,26025,40891,販売済,S出品済,2025/10/31,店舗 (鯖江),龍田,23.50%,
7157,2025/10/15,福井店,ウェブ,,13,128,良品,80%~89%,◯,◯,◯,,350579246257157,34600,0,34600,50891,販売済,未出品,2025/11/03,店舗 (ベル),堀,19.50%,
1120,2025/10/16,鯖江店,店舗 (鯖江),,SE2,128,美品,90%~,◯,◯,◯,,356797114071120,13000,0,13000,24527,販売済,S出品済,2025/10/21,店舗 (鯖江),土本,32.90%,
7514,2025/10/19,福井店,ウェブ,,13,128,良品,80%~89%,◯,◯,◯,,352873838307514,34600,0,34600,50891,販売済,S出品済,2025/11/17,店舗 (ベル),堀,19.50%,
2632,2025/10/19,福井店,店舗 (ベル),,13mini,256,良品,80%~89%,◯,◯,◯,,356966681262632,36400,0,36400,53618,販売済,未出品,,,,19.70%,
2670,2025/10/20,鯖江店,店舗 (ベル),,SE2,64,並品,80%~89%,◯,◯,◯,,356493100012670,7700,0,7700,11800,販売済,S出品済,2025/11/04,店舗 (鯖江),土本,17.40%,
1891,2025/10/20,鯖江店,店舗 (鯖江),,SE2,64,美品,80%~89%,◯,◯,◯,,356792115791891,11700,-3300,8400,19073,販売済,SM出品済,2025/11/24,店舗 (鯖江),土本,41.00%,
628,2025/10/21,鯖江店,店舗 (鯖江),,SE2,64,並品,80%~89%,◯,◯,◯,,356132584640628,7700,-1300,6400,12709,販売済,S出品済,2025/11/07,Shopify,,32.70%,
5962,2025/10/25,福井店,店舗 (鯖江),,12mini,64,リペア品,~79%,◯,◯,◯,履歴無し,353013114465962,8800,3960,12760,22709,販売済,S出品済,2025/11/21,店舗 (ベル),堀,29.50%,
5800,2025/10/29,鯖江店,店舗 (鯖江),,13,128,美品,80%~89%,◯,◯,◯,履歴無し,351548607685800,39600,-5000,34600,57255,販売済,SM出品済,2025/11/25,店舗 (鯖江),土本,27.30%,
9600,2025/11/06,福井店,店舗 (ベル),,15Plus,256,美品,90%~,◯,◯,◯,履歴無し,357977668489600,91000,0,91000,115436,販売済,未出品,2025/11/19,店舗 (ベル),龍田,9.50%,
1927,2025/11/08,福井店,店舗 (ベル),,14,128,並品,80%~89%,◯,◯,◯,履歴無し,354870285931927,37300,0,37300,56345,販売済,未出品,2025/11/14,店舗 (ベル),龍田,21.50%,
3087,2025/11/10,鯖江店,店舗 (ベル),,12Pro,512,並品,~79%,◯,◯,◯,履歴無し,356688113303087,29800,825,30625,43618,販売済,SM出品済,2025/11/27,店舗 (鯖江),龍田,17.10%,
9707,2025/11/11,鯖江店,ウェブ,,X,256,並品,80%~89%,◯,染み有り,◯,履歴無し,356741083639707,9900,0,9900,18164,販売済,SM出品済,2025/11/30,店舗 (鯖江),龍田,30.40%,
4969,2025/11/12,鯖江店,ウェブ,,12Pro,128,並品,90%~,◯,◯,◯,履歴無し,356687119604969,29000,0,29000,39982,販売済,SM出品済,2025/11/27,店舗 (鯖江),龍田,14.60%,
3081,2024/12/26,鯖江店,ウェブ,,11,128,美品,79%,破損なし,染みなし,◯,履歴なし,356574109593081,27200,55,28080,32709,販売済,SM出品済,2025/12/30,店舗,土本,0.009,
2250,2024/12/26,鯖江店,店舗 (ベル),,XR,64,美品,90%~,破損なし,染みなし,◯,履歴なし,357375093062250,21000,0,21000,18164,販売済,SM出品済,2025/12/19,メルカリ,土本,-0.307,
4132,2025/01/04,福井店,店舗 (ベル),,11Pro,64,良品,90%~,破損なし,染みあり,◯,履歴なし,353844101134132,21000,1177,22177,25436,販売済,M出品済,2025/12/19,メルカリ,堀,-0.011,
6230,2025/01/24,鯖江店,店舗 (ベル),,SE3,64,良品,90%~,破損なし,染みなし,◯,履歴なし,352348972916230,26400,0,26400,32709,販売済,SM出品済,2025/12/03,店舗,堀,0.06,
1454,2025/03/26,鯖江店,店舗 (ベル),,12mini,64,リペア品,79%,破損なし,染みなし,◯,履歴なし,353014114891454,16200,4752,20952,21800,販売済,S出品済,2025/12/19,店舗,土本,-0.106,
7354,2025/04/07,福井店,ウェブ,,12,128,美品,80%~89%,破損なし,染みあり,◯,履歴なし,359035295877354,26600,0,26600,38164,販売済,SM出品済,2025/12/09,店舗,龍田,0.173,
6347,2025/04/22,鯖江店,ウェブ,,XR,64,良品,90%~,破損なし,染みなし,◯,履歴なし,357374093966347,14400,0,14400,17255,販売済,SM出品済,2025/12/11,メルカリ,土本,0.012,
